company_id,name,country
84abe7f9-93ca-4194-867e-431c123e20d1,Pifedaq Inc.,BELGIUM
37c0630e-a476-44ae-8d7e-6f59b05838a6,Cuqufo Inc.,SPAIN
19b15ed3-c954-4634-a528-7c819faa1201,Dotacefazoc Inc.,GERMANY
c7de5405-f1e9-4e8e-a2e5-6da1a85cc0ed,Gabamolu Inc.,GERMANY
78740159-bc33-4f7d-a4fb-4217c47c8c35,Zavaza Inc.,GERMANY
f345a7e1-76c5-4e0f-9aac-c5b611d2809e,Foxofug Inc.,SPAIN
077209a8-97f1-463d-84e0-1cfb1411a002,Milaxovev Inc., NETHERLANDS
abd4eadf-1d64-4686-a4db-c13b88fcbb94,Nazexeciwedo Inc.,GERMANY
7082c351-27f1-4e5b-b2dd-b49bc59c5a89,Fuyafofule Inc.,FRANCE
18a7c6d0-bf7c-4943-9bdb-98a92a895ff0,Kibasaziq Inc.,SPAIN
25de96d5-23c0-4238-95c5-a6e96b12d8b1,Daxaya Inc.,BELGIUM
b0728408-a4d3-4caa-bd67-65ab4f7d0eb3,Yamosahubaz Inc.,SPAIN
9bd4d88b-b09a-4ad0-9001-7a11310f762f,Fuduzod Inc.,BELGIUM
1c274d26-cc79-4f1b-8f13-45c678d10513,Mivulawex Inc., NETHERLANDS
,Vefatugeyox Inc., NETHERLANDS
b1dff279-ff07-4a3a-b4de-48f36e61452d,Ginugaxuxu Inc.,BELGIUM
6b22f0f2-fac3-49c1-a858-10d528ffc210,Mijelihavase Inc.,FRANCE
f694bf37-6a84-4df2-8013-8734c2fe3773,,
3e1537ba-547a-4895-9581-8fb6b97db11b,Taqaheq Inc.,BELGIUM
c5c2aa42-6a30-4fc7-8cd7-d0f74a53f16a,Duperubo Inc.,SPAIN
effc518e-73be-4267-808f-3ca85dd10c0b,Lusiyiwuze Inc.,BELGIUM
c7c4df35-ff25-4bec-95fe-93658afd9e48,Torifejixiv Inc.,BELGIUM
d2616c8b-7db7-46b2-af4c-5d85304b9fd6,Vecuhed Inc.,FRANCE
67fbe45a-7985-4e72-8157-0d92726c22ce,Zivazawinur Inc.,FRANCE
3a07e257-3f1c-4189-9808-e18ce74b5266,Munejoga Inc., NETHERLANDS
0626024c-586a-4ae0-9ff6-028eb755d82e,Jaluhad Inc.,SPAIN
7fbdc343-1bf6-406e-9e45-90ba723f6588,Zahigabe Inc.,SPAIN
aa42faea-c242-49b8-ba7e-38af1b594935,Qikonebus Inc., NETHERLANDS
,Xovigotov Inc.,GERMANY
a8be30ec-7d1f-467d-8d84-f33cbc9f77ad,Gesibopes Inc.,FRANCE
020de39d-66ff-4a78-b717-810e1d67ddb3,Yozayuxuyet Inc.,SPAIN
a1171b31-797d-4336-853d-f897aea9868c,Zoredoquwi Inc.,BELGIUM
01614f64-6d09-4350-940c-bd40d1c99720,Tarukidobali Inc.,GERMANY
0e57cfbe-fda0-4249-acd2-59324b708913,,FRANCE
4f1317bb-0f4f-4099-a07c-dc4e6e7c0434,Dewixefulev Inc.,BELGIUM
088e6674-1bd9-48cc-a0f3-f91bce5d09a3,Bufequn Inc.,BELGIUM
7afe0437-b213-48e7-bcbf-51b7b657ca62,Lulikakuwe Inc.,GERMANY
aa8789ee-3f2f-497e-87aa-cc3def3cd0c9,Judexokinoki Inc.,
38897435-3139-4ce5-8cf6-5762a747f88c,Yerovubexenu Inc.,GERMANY
1e39e3d5-6934-44e5-b01d-939efe36aa67,Kebuji Inc.,FRANCE
591532d2-349a-494f-890e-4894f834c9ac,,FRANCE
f6e249f9-2a64-4661-8575-eb1c5d1445b1,Vuguva Inc., NETHERLANDS
9dd033d4-b2fb-4f9a-84bb-427c3c977629,Luwerico Inc.,FRANCE
b4b07e63-6beb-44ce-ae4f-7edd6767a3cf,Qabujihowux Inc.,FRANCE
eace0dbb-674a-4696-9b99-fc13361e470f,Ducegulaf Inc.,GERMANY
,Mohojav Inc.,FRANCE
e5204b41-015a-4e91-9a2b-b0f40c415326,Duzalowixaxa Inc.,SPAIN
f3a843bc-508e-4313-8b65-731659e9a924,Fixuwiy Inc., NETHERLANDS
,Wuhotudop Inc., NETHERLANDS
a0fdc614-1030-4018-ab20-8ec16ecb3482,Yodema Inc.,GERMANY
00ff3da4-2b39-4cb1-ba7c-2247a97311d6,Wuyisan Inc.,BELGIUM
bb57ee37-4c93-45d4-bea0-5d6f819adea2,Hisogopa Inc., NETHERLANDS
71243237-7aa5-43ca-a58c-06a7b3b4f127,Rifovey Inc., NETHERLANDS
03659c4e-0f22-48b4-86e7-648ea0a05478,Jahudorob Inc.,BELGIUM
858ba9b1-8a44-4286-b91f-23d87724b257,Mifaqi Inc.,GERMANY
ea71269d-5d33-42ba-a345-f9f81f6c5b44,Jalewukebuxa Inc.,FRANCE
094ace84-a60b-47a6-a1f5-81029a7c36c4,Pehacegey Inc.,FRANCE
88631af3-b78c-4c62-8735-1c04a046ce28,Mumake Inc., NETHERLANDS
500d6e37-358d-4d20-bc96-7384b64c9126,Vesagum Inc.,BELGIUM
7bcc7327-a319-4dd0-a50b-59b359d32945,Fawocor Inc.,SPAIN
613d7e74-29d4-4073-8e72-28d521440a27,Fowicipes Inc.,SPAIN
ee4723a6-45c8-4f02-81f8-91da6ad65ef1,Yolajoji Inc.,FRANCE
ce94560b-9ddb-47ef-8c2f-9b35e650729a,Dedifowe Inc.,BELGIUM
566c130c-bb2b-49d3-939c-bb90ff56b44a,Niniluroni Inc.,GERMANY
586cdf96-34df-4c28-acb4-c443e95692fe,Hoqetuzetaku Inc.,SPAIN
0b9eeb11-10fa-4b74-8e48-6dec6d1965d3,Kinutec Inc., NETHERLANDS
474800a4-03f6-4d75-a5a2-f6e2221d021c,Sunidaqec Inc., NETHERLANDS
45195f2f-d497-48c9-9bf8-eb3a8615a88f,Jatorecav Inc.,GERMANY
687efe01-a52b-4c8f-a99f-599e8f28b8cd,Kuxuwomawa Inc.,BELGIUM
be0ac1e8-b472-4112-83f3-d69817b742ce,Bifutusa Inc.,BELGIUM
da2330c7-6d5d-484f-ad2b-b75aa7c3db21,Gezoperozis Inc.,SPAIN
faa44822-bd5a-40f0-b1f6-02ad5c8013f0,Lusejiguzuf Inc.,SPAIN
f9773752-7518-4d36-9ce7-4444f6f28995,Kiwehuloj Inc.,SPAIN
f0ea01f8-b053-4b94-947b-dd6d71c1a145,,BELGIUM
3dcec09d-c200-4bd3-9f49-17e9d700c1b6,Yipulonu Inc.,SPAIN
23aaccf9-50a0-4eac-a441-cf798ac1c341,Xetofiro Inc., NETHERLANDS
ed4e621d-2a15-4122-9493-cbb42d958e91,Sofizi Inc.,
793dec06-94b8-4ac9-9908-3fb08245b3d8,Yegutotehe Inc., NETHERLANDS
89bf08c2-ee35-49ef-a77a-a47a0760e316,Corisuyaviri Inc.,GERMANY
e4ae89ad-a800-406a-b48e-f0db2db7d67b,Zevodete Inc.,FRANCE
45667bed-63e1-4537-8072-560a0edaf4b6,Rumozo Inc.,SPAIN
552360d1-27a6-4f0c-89a3-ec958e2f8ba3,Dafujay Inc.,GERMANY
21922a47-ecff-4ca4-bafc-d3c55358fda9,Cedadeh Inc.,BELGIUM
efd3e88e-c3e7-4318-a7fd-f49139b73fd1,, NETHERLANDS
7e170906-ac05-4e83-9bf8-79c4bb851a04,Lekihezej Inc.,
eb33040f-7b18-4934-b84f-72fdf02628ad,Sazosew Inc.,BELGIUM
d21345c2-07e1-4d9c-b0dc-3244b6c9a2e9,Xahigiqikoz Inc.,SPAIN
,Wekajewoma Inc.,BELGIUM
4f9924be-0a46-4867-ab0a-cc49dfccbc01,Tuduxawuy Inc.,FRANCE
72d9ca61-b67a-467b-a188-2d3501cfab46,Yeyepevefa Inc.,FRANCE
551c957f-5873-43e7-986d-8f027d7fb1e1,Vegevunahaku Inc.,BELGIUM
e396080d-7be4-4593-af3e-c64ab1e200d3,Qezuzozovi Inc.,BELGIUM
5a3ede45-24c1-4238-b595-91a54a6528b7,Fohucayuwije Inc.,BELGIUM
27920280-6570-48c3-82fe-69e951cfdadd,Puzicap Inc.,SPAIN
c9c3032c-9019-405f-bfee-15fd234831e5,Nihosa Inc.,FRANCE
7d0b5bd7-31fd-4244-b8c6-4cf52b25286b,Kolojujifizi Inc.,SPAIN
ba9b6482-f02e-4eb7-af1a-83afb3c38c79,Wujutadopo Inc.,BELGIUM
aa4025ef-7387-4d6b-9ebe-5725e75f7627,Jirimakup Inc.,FRANCE
d917fd6e-4477-4e50-b63d-da5200ed2812,Lasuhibedag Inc.,BELGIUM
c773b344-61f8-4c4b-82aa-bc85bb40f9f7,Hohodaxowof Inc.,BELGIUM
d21ca6e8-a22b-4e2a-ad92-25f410c287b3,Fusiyirone Inc.,
ffcbc157-b61d-4ed6-a9e2-1b95e16afff2,Rahuki Inc.,SPAIN
c5186e1e-d1ba-4f58-9ce4-c2e0d4eaceb3,Sodinuno Inc.,SPAIN
8ba11d93-8d3a-4b96-b8d1-7bedd46f3fe0,Kuzohatefe Inc., NETHERLANDS
23478610-cc90-4fc1-8066-a67070ab03ec,Godocuvu Inc.,GERMANY
239ea52d-a38d-49f8-b461-8c7227afa8a1,Memilaw Inc.,SPAIN
b5409634-51d0-45c4-868d-a43c50cba395,Zinowaxipaf Inc.,BELGIUM
afc4fe43-d99c-4de5-9c4c-e1d7b762f94c,Xulirob Inc.,GERMANY
e1e00ee1-0fdf-4eee-a75b-4887fbb7a780,Xakizihu Inc.,FRANCE
afef1b67-d922-4f1f-bc6f-fec8a6ccb8ba,Welovuregec Inc.,FRANCE
6bbde46c-b64b-4657-8b1c-cf2f1f5aa6ff,Yoyozad Inc., NETHERLANDS
b978008d-a423-4d01-b4ae-1194ad5129fc,Tobukohokol Inc.,
e0904219-fba9-422a-b5f9-56424b21d258,Zayusum Inc., NETHERLANDS
8ada7ce1-9c6e-48cc-98bc-24f28ff33dd5,Lagihe Inc.,SPAIN
56b476bb-0b9d-4cf1-b9fb-b3047ddbf262,Jijofafase Inc., NETHERLANDS
1a4f22d8-2f2e-4d47-8a0c-62773430ba7b,Luxabiqacox Inc.,BELGIUM
96438640-005f-4948-b570-412e8d0adcf2,Xomemulori Inc.,FRANCE
4a6f6a50-7b88-4e0e-ac56-b4fc91430b12,Novamor Inc., NETHERLANDS
5736ee9b-8477-4eb3-b4a9-62673e17fed6,Tawonotet Inc.,GERMANY
,Yoseju Inc.,GERMANY
a2270443-7ed5-4fe7-8bb9-80bfab1bcfe2,Mowixovu Inc.,FRANCE
8042d116-1785-4dd1-8e89-e75410c2ccb2,Kiqugomepuc Inc.,FRANCE
22899274-711e-40e4-9c7f-29676be94062,Yofeqim Inc.,SPAIN
5cab227b-16d1-448b-8dc1-53d8f521c84f,Gaziwoyeli Inc.,SPAIN
e20a4376-11c0-469f-b536-58aaeb578816,Qeqeho Inc.,SPAIN
8db9bfc2-55c8-434e-88fc-1624b6987649,Rumapitavu Inc.,BELGIUM
90d4fbb1-6c36-4d4d-8c0d-9b60259b00f1,Vivotag Inc., NETHERLANDS
d623ef55-1061-45a2-b2f0-d5bace24f0c5,Niyayudupuzo Inc.,GERMANY
052042ae-f45d-4a3c-b13d-721d09abe304,Voqutezulequ Inc.,BELGIUM
1f6c8ad7-b134-4cb2-a718-800eedcbd925,Konapadeyaxu Inc., NETHERLANDS
956e1098-03d5-4fdb-973e-1cf2802f973a,Yecojemufuye Inc.,FRANCE
