mission_id,company_id,freelance_id,start_date,end_date
a400d66f-1e00-49a6-9438-956eb0460f51,57e1d28b-1307-4351-ab15-cf624b857478,8243db69-cb10-4f3d-b0aa-ed3a9712d96c,2019-05-22,2019-07-22
789afc39-8377-471c-b354-45d589523de6,7c87c650-0fe3-4e4f-acae-2d9296bbb485,f3f7cab3-b518-4cb1-b40f-b019391d2b88,2019-12-30,2020-03-12
25308373-df0e-4b59-9aad-84eb481860d0,dc6a0b3a-5122-4a00-9f51-a0d347819c51,78f20f14-7935-4d00-bc39-6b4c8e054e99,2019-08-17,2020-01-28
b95417c6-52e1-49b4-a96d-60fd44e75e75,e5d694ac-890e-4920-b1fe-abe964adda79,146329d7-2527-4db4-b0e1-17297ea24117,2019-09-12,2020-01-23
3b1ced6e-727e-4c33-8310-dbe48a5b9afc,2536ad66-5ead-47a8-ab38-fd4340c0e192,436439bf-05e2-4d00-ba67-8ffbcf1ba278,2019-11-11,2020-03-18
fbdc469e-e367-46fe-b4d4-6e5367d5fe40,db045b5a-0b9f-4b9f-bc36-815eedc666c6,783aa737-119a-4f80-bd68-bfb7cab7f679,2019-08-21,2019-03-13
f4c90d9e-2fa0-4f9c-85eb-78d66d28ab38,72c2139b-c717-483c-bef1-1ae665edb078,9f70fe5c-d038-4939-b23d-5b10c17c7d58,2019-01-26,2019-06-01
e424cb00-6978-4ae2-a753-7f5461648fb4,2536ad66-5ead-47a8-ab38-fd4340c0e192,f1863cb5-d0cf-4a9b-a51e-0c19bc4737f7,2019-02-10,2019-05-21
618a5252-0c78-4baa-a847-1051e35a79a6,aeae94bb-2fd3-4e93-92fd-f29481608a42,cb0e9e13-6cec-4c30-abb1-9496ada8ff8c,2019-11-08,2020-05-04
aa3ab8d6-62a9-4723-95bc-f0d7c94a3b20,,f1863cb5-d0cf-4a9b-a51e-0c19bc4737f7,2019-12-26,2020-06-03
bc08a6a5-429b-43dd-b03d-c14a904b2848,6676ffe8-f98b-4771-9599-7518f7ea087d,9c00acd8-8c5f-4d45-bd4d-0cfd25a6bf93,2019-11-06,2020-04-17
3ada03c3-4306-4a0d-b7bd-87900b5295a6,950db604-3f73-41b1-b960-361527c00010,f1863cb5-d0cf-4a9b-a51e-0c19bc4737f7,2019-08-16,2020-01-21
9ef61fa7-3ed2-4766-96a4-003ee8de5961,1679bf5e-6453-49a2-8b19-1ab334d41d76,,2019-07-25,2019-12-02
3b16de27-4bfb-4436-81fb-ac0b1f92c591,435b3f16-1c49-488f-9969-9d6ad3a2aff2,36fa9bb2-eceb-4293-b1dc-9976fc909b35,2019-08-15,2019-09-01
f2f6a933-abc4-4709-90ff-0db8b66860ee,36dc8cf4-afd3-4982-acfc-4f7a62e4124e,d10191d7-87f9-4839-becb-5a377d46fcdd,2019-09-24,2020-01-06
2fda4116-afde-4452-9afb-b72a8baeb094,66153765-68b7-4774-9e36-bdddd685c4ae,695542cd-0114-40cd-999a-aa919354b912,2019-12-15,2020-01-10
38ba9a1f-cd7f-4cd1-8cbe-2ffbf049ac04,5ead45ce-ef19-4fec-b81b-fbc083d71098,6da49c0a-d8d5-4c44-86d4-7987a32c8993,2019-03-10,2019-09-01
c1341501-b199-425e-899b-47bf0c85796b,41f79d12-4e70-4cfe-9fe2-4f9f1d6254d7,4fd05e8d-cf94-47cd-be54-4cfe6dd8b194,2019-08-21,2019-11-17
4ebdf9d6-feaa-48bc-8755-a38d47d496ed,f99b6c3e-a446-4b19-bdb7-7d34919c7b89,9f38f1cc-28fe-438f-accb-97dbcaa4616f,2019-08-16,2019-09-08
,4c7b0a55-6d48-48db-afbc-ca69dfc592e3,92e540f7-749d-40c6-b987-1fd97e2ffa47,2019-10-11,2019-11-23
,c4bb3123-280f-4ca8-b49b-3f9a1cfaeb66,775e5eee-68e5-4c26-b40b-88182b1290c1,2019-12-03,2019-07-14
c3d66f2b-f574-401a-be62-f89f1ffb75e1,db045b5a-0b9f-4b9f-bc36-815eedc666c6,060f2344-2343-4205-bbf8-a55d3d7acbc8,2019-02-22,2019-08-02
f3f9a6d0-90f5-4e69-b35f-62d5a811b9c5,,189ccd32-f283-4649-a8e3-cfef52a1b494,2020-05-08,2019-12-29
6c5c5946-318a-4cdb-b7be-deec9d208b75,1887233e-f35e-4ee4-ab6b-3faeb6032b5b,1fc9cbc1-5cc1-403b-ad7c-53c437753b1a,2019-11-18,2019-12-28
acd0d051-1945-498a-8e2e-2cdad0d25b33,1d27a5b1-6ec6-40c8-9a6e-ff212e4b3ca0,c722554b-050e-4070-b3d1-6f298bd4938a,2019-01-02,2019-05-22
5b9de03a-8fcb-428d-97d7-78e9658ac196,,ec6bf40b-1e54-4177-9a1e-efa4125e52e3,2019-08-10,2019-10-21
bb1c00c4-8ca3-4c31-a4bf-c4282fa05a73,48320c6f-a1aa-4cd3-b1bd-55935d8e75c4,64685c9e-9199-451b-96ad-bb7653e14b6f,2019-05-31,2019-06-19
550f25fd-1f3b-4dc1-a613-0a321ba4d3c2,ed10a5e4-0dbc-402a-a13d-a2d13c0bc2ad,cb0e9e13-6cec-4c30-abb1-9496ada8ff8c,2019-02-23,2019-05-19
cd291f61-81d3-4207-b1e8-986c5fba9444,4c7b0a55-6d48-48db-afbc-ca69dfc592e3,ecc4ebc5-97af-4cef-9304-491010c4e18d,2019-02-13,2019-03-09
54a78307-c8cd-4f3c-b501-e8ba31f6dd46,66153765-68b7-4774-9e36-bdddd685c4ae,c51b5ccc-5a09-4f5d-8f4b-9d2e06c11ee0,,2020-03-19
0e386cbe-ba0f-4b5d-a63a-8c623f386cbc,c14b3c3c-f663-45fa-8154-bc5be40cb163,060f2344-2343-4205-bbf8-a55d3d7acbc8,2019-02-09,2019-03-30
e6320282-5174-4595-92b2-9537a13e19fa,67d273a0-f45b-474a-8bfc-9cbd34737773,ecc4ebc5-97af-4cef-9304-491010c4e18d,2019-03-12,2019-08-18
ce7303c9-56d9-4bce-9697-8eef087e65d3,1cd4dda5-d25e-4a98-8b78-10bca9390c0e,d4d8ecc7-e446-4d57-b4cd-90f13847997c,,2019-06-10
cdd075f0-ba1e-4cf7-ad5f-0efedb37c638,e93bd1f3-f3f1-415d-8f79-98a488c69570,4c23757b-62cc-4d2f-9b82-5703af217306,2019-10-27,2020-03-04
d0dd7810-6a96-4bf9-9a44-1a768093aa63,657b8ec1-604b-4741-adbf-c72afb118d81,72c5986f-87a8-45a4-8157-a6b5a1e5f168,2020-01-06,2019-12-28
671867e7-5795-4f00-b977-6af92e504fd3,7aeaab39-59d7-4fa5-b0c3-a4a2723185e5,ef74a00b-ef7e-4cb6-ab5d-3708d67c3033,2019-11-27,2019-12-10
48094d7a-8e75-4d46-8d1a-a9a08287b49d,5822ceec-ee67-4253-8733-a9f260826026,c80c93a2-95a3-49ca-b822-1938ecf33cda,2019-06-04,2019-09-09
b4c4aa4d-9d0a-4605-8799-a05c373149c6,5b06961b-53d0-4584-aa00-4e493a7a4cf9,64d74c85-7aa6-4073-952f-caa828b4b345,2019-01-24,2019-05-26
5b593fa3-5c24-402d-a734-f90afdc5d959,0de6ffed-9db6-493e-be9a-8bfae39b5bcd,ba689131-c34a-4892-a5eb-809a92a78de6,2019-12-15,2020-02-17
de41f61d-6842-4239-8418-73d04ea0a81c,2da7e837-e114-48ea-8ad0-b7011f6487dc,166a4ff7-1aef-4149-a830-e62d9cb8d68f,2019-10-26,2019-05-15
