mission_id,company_id,freelance_id,start_date,end_date
ce15f453-8e65-421a-84e8-6a7e11244e3e,0a3a7481-4c98-4117-a773-063de5a6eef4,56d66087-1a95-4de6-80e1-248e128aa59e,2018-02-14,2018-07-08
4ff7ecac-47fc-43bb-b0ac-8d48c1d48dc0,cac2af6c-9c9d-4356-8c3d-6182d73570a7,64d74c85-7aa6-4073-952f-caa828b4b345,,
aff4f0c1-720f-468a-96fc-5d7bf8dd2484,3d3ae103-4d0b-4168-a21d-a5dbcb1b2b27,d4d8ecc7-e446-4d57-b4cd-90f13847997c,2018-07-17,2018-09-25
f43b9d55-4468-4dd3-9236-16c35a839e0f,cb3ac43f-114b-4e44-b075-a9bb22c58fc0,b148c227-113a-4081-9119-ccb2fbae1984,2018-12-19,2019-03-12
ed4ad1b6-4275-41d1-8ff1-b2c7c087e832,6d6c827d-7c72-49ea-ac6c-7f5fe1e014a1,5930569a-00c7-49c6-b9a4-89a9847c06f8,2018-01-10,2018-02-03
a1a84281-b8a8-47e8-b4d1-da627ad67c9f,66153765-68b7-4774-9e36-bdddd685c4ae,95bf2717-620f-49c8-8220-c8731b8a068e,2018-05-18,2018-07-08
144eff5c-44c1-4dfe-b15e-e64bd264c5b7,31f609b0-461f-4031-9ef6-42b897eebf54,d6a6180d-9820-4fc7-bc8e-681fb097a6e2,2018-02-01,2018-02-14
c875b9c3-8121-4def-accd-40c567c5eee7,9f3207aa-d847-4e61-ad58-425856232562,64d74c85-7aa6-4073-952f-caa828b4b345,2018-02-06,2018-02-06
f5a73d0e-fd2c-452e-9281-fe4efc359b20,36b5a44e-bd6f-4de3-a0c6-91ba383a29bd,240cd2bc-1ca5-4c55-8911-f441cbb57ac3,2018-01-01,2018-01-29
3c339ef8-5368-4b0a-ad46-71d05085a5ce,ce15fa38-0e50-4e7f-a967-f9d25c812307,478e0b69-c440-4dab-8f64-9ef75e9b4f13,2018-03-22,2018-04-21
329ecb85-cd20-4168-97a5-c185a41f4fb1,31f609b0-461f-4031-9ef6-42b897eebf54,950db226-fc0d-4573-9626-63a5928c873c,2018-01-11,2018-05-09
a09d9750-b1b5-4e8a-b297-a7d9aaf1486a,36b5a44e-bd6f-4de3-a0c6-91ba383a29bd,5ada74f3-60ea-4586-be3c-c2ebbad46c84,2018-08-08,2018-10-19
92072bf3-1634-4f49-a4ac-7efdd50b3b06,7dd31d31-9de5-4918-8d46-a8e3aa77a48f,950db226-fc0d-4573-9626-63a5928c873c,2018-07-24,2018-12-07
2e68cbb6-bc4f-4ce7-b767-8697231e5d60,a12d42a9-5dea-4dee-bc0f-9fa4bc64c046,f15f19f8-32b9-4dcc-b603-2157372c686d,2018-05-31,2018-06-02
38ab50e7-ac98-42f0-bf0c-47ec6d8ee8f0,,1869637a-eaf1-4744-9dc2-45bd75bec02b,2018-02-27,2018-03-29
80960a70-e7c0-456b-87ab-76c8e794bfae,562e065c-1c8d-4980-abb9-a05a8b3e6512,189ccd32-f283-4649-a8e3-cfef52a1b494,2018-06-07,2018-08-06
57082d1c-f92e-46a6-9922-f8f7a8b4e362,1887233e-f35e-4ee4-ab6b-3faeb6032b5b,5a46c356-839b-44ea-85c9-e837bfc8b74e,2018-07-28,2018-10-30
,3a8f933b-b3f4-43dd-928a-e00d70c8f596,85ded256-e5d3-4616-8762-93bbd4d95cfa,2018-08-21,2018-05-13
7110ecc1-1ad1-4086-9f28-6576bc6b6c73,36dc8cf4-afd3-4982-acfc-4f7a62e4124e,994586a7-85bd-49a5-8d99-0d614cdee321,2018-10-21,2018-12-05
076a3863-8a17-487b-bdd0-c7878e735f31,ade0d4bd-ad56-499e-853e-08f4f29614a4,,2018-02-18,2018-07-25
,e7e03563-75ff-4dca-a2a3-838f5330db3d,47e41ad0-0744-4ffa-a449-198f7bd5d968,2019-03-02,2018-10-08
b2f3353f-9709-4cc8-88b1-85f70a5dcbc5,,,2018-10-13,2019-01-25
84be3e7a-ba27-4dfa-8e4d-c3c309dff96e,fb75c740-96b6-437f-9e23-e922167f3ee4,d4d8ecc7-e446-4d57-b4cd-90f13847997c,2018-01-22,2018-05-06
,57e1d28b-1307-4351-ab15-cf624b857478,64685c9e-9199-451b-96ad-bb7653e14b6f,2018-04-06,2018-09-19
691b5c2d-9803-4986-97fc-ebc3ca59f39c,c07cccd3-884e-4176-bb22-f6de63419dc6,6bc41ee7-2ab1-4788-81c8-a20c602ac9a7,2018-05-27,2018-09-28
3905c020-4676-4f0b-b2ee-edd9c83d3f17,ef6d0783-f5c7-4663-bbfe-94febb55d0e6,6ef64bdb-cf89-4a79-a7f8-452d7f9c94bc,2018-08-08,2019-01-29
a51d89ef-246b-4caf-91c3-f9e4f333a393,36dc8cf4-afd3-4982-acfc-4f7a62e4124e,99707441-e188-44a6-99cc-45aa154cf8bc,2018-02-18,2018-04-04
38ca0dee-e646-4729-9bac-7a4cef5bcdc1,640bcfd6-28e8-4a10-ac0b-002e1bc838a0,57fded43-f1ae-4b30-9a05-0958370773ce,2018-09-04,2018-05-19
a6a33ab0-dbf3-4b3e-af0e-8bbfa01bf0ff,,3886dd21-372c-4a9d-b18f-bc0c735d423f,2018-07-09,2018-12-28
f644c5d3-094d-4f8c-a8c1-6dd85683b2bc,41f79d12-4e70-4cfe-9fe2-4f9f1d6254d7,64d74c85-7aa6-4073-952f-caa828b4b345,2018-05-05,2018-09-14
303614e7-1440-4b0a-b29e-7a3e26fdd129,9e274a04-cd02-4e4c-8d87-05876ca5e7ac,8243db69-cb10-4f3d-b0aa-ed3a9712d96c,2018-03-08,2018-03-30
cba1f7e0-74ff-4e02-bb13-48268fae91df,9f3207aa-d847-4e61-ad58-425856232562,3886dd21-372c-4a9d-b18f-bc0c735d423f,2018-12-05,2019-03-26
