mission_id,company_id,freelance_id,start_date,end_date
49159b94-61fe-41e3-bf69-730bf76d7855,769a87f0-0a37-412d-b4be-bb2f25346f94,57f97c70-aa3f-4217-8b1b-f2c984ebe2c4,2017-09-25,2017-08-09
aaf8b2d0-4adc-4c3a-a6ed-f9edf97dc620,a767b369-bd8c-4007-bcef-9ee7f5e91b38,677ce14f-ec1c-4c1d-889d-e4765445fe47,2017-11-26,2018-05-04
dd334751-39c9-4144-9e1e-400065b11f65,de51fc0f-262f-4f9a-9e79-f66cdf2875f6,c722554b-050e-4070-b3d1-6f298bd4938a,2017-05-05,2017-05-26
68921753-5e27-4f9d-b51e-76f3074ed5a1,675139f9-3b88-40e3-aac7-bdc5d743db9d,e0706bba-f53d-4fd5-b47e-54f16a3fb981,2017-07-22,2017-10-13
e2240636-5244-4365-883c-ffbfe96c407c,4c7b0a55-6d48-48db-afbc-ca69dfc592e3,f1863cb5-d0cf-4a9b-a51e-0c19bc4737f7,2017-01-03,2017-06-13
b431ae4e-3b1d-4e10-9159-9a81252e143b,66153765-68b7-4774-9e36-bdddd685c4ae,a0511135-2fd1-4cef-a06c-39f407f6ab41,2017-11-25,2018-04-06
f841cc55-b2d5-404b-a987-b7f2d25d0fe9,c509a036-88f8-42b8-ab9d-82227b41f7ae,060f2344-2343-4205-bbf8-a55d3d7acbc8,2017-02-15,2017-02-19
53d8a5bd-2af1-4d7e-96e5-0667528954e5,4c7b0a55-6d48-48db-afbc-ca69dfc592e3,daecfc89-567f-4cde-9b3e-ace8098e77a4,,2018-04-03
74e466f6-ce8b-4459-a322-cab4bc5c708e,,146329d7-2527-4db4-b0e1-17297ea24117,2017-12-12,2017-12-30
5d96fcf3-62ca-45d2-a680-d95d5e4d4941,66153765-68b7-4774-9e36-bdddd685c4ae,d5034b3a-8428-404f-8b50-4069fb6db5ff,2017-10-06,2018-03-29
09a3e73d-de06-4064-aa87-c94d6454592a,ef9751f9-92b1-45f7-83f9-cc36c059629e,c042760c-7fb1-4805-ae45-41b995f5aa70,2017-02-24,2017-08-09
f5de96f2-070c-4a86-b97a-3283a7700b5d,f3cdbde0-0037-462e-b25a-3f102a41d177,921020ed-e969-4654-bca2-b17b96609542,2017-05-26,2017-09-11
ff72e4fc-f2be-4472-82c2-d0effba3a4f7,a556c36e-6dc5-4a6c-a8c9-09f5a29b0efb,ab871544-a836-49c2-a0c1-3f68f3dc1962,2017-06-13,2017-08-01
f8246f93-db41-4f8b-b182-94513330eb41,dc6a0b3a-5122-4a00-9f51-a0d347819c51,d808d3bf-fab3-423a-acd7-70ca5ca53fe2,2017-10-03,2018-03-30
856ba5c5-d28b-42f3-b64c-08899c0591d8,a12d42a9-5dea-4dee-bc0f-9fa4bc64c046,48e2a6b4-1d14-424d-b57e-af5802e2b331,2017-12-15,2018-01-27
148695f7-1f31-4585-98d7-3ada831923d9,e5d694ac-890e-4920-b1fe-abe964adda79,478e0b69-c440-4dab-8f64-9ef75e9b4f13,2017-09-04,2018-01-31
b03a7326-77f7-4b74-abad-5c6e5adcf124,78e53400-7c08-49c4-9872-e7507374ef0d,87ac3713-0345-4114-8471-919b9b55bcf1,2017-10-26,2017-11-24
2071f453-39ce-4055-b29c-8f2aa5457742,3446673e-fa59-4a89-96ad-e25ba6cefae8,c872f152-683e-4093-b093-d0c34032d888,2017-05-01,2017-10-21
b8c317d6-d76e-4167-b21c-49faada07386,7c739ac1-327f-4f67-b456-a2d04d2a1191,d25f0901-0f0c-4348-85db-9081029e5a34,2017-07-04,2017-05-10
43632cb3-242f-47b2-aada-1d071206ad57,950db604-3f73-41b1-b960-361527c00010,950db226-fc0d-4573-9626-63a5928c873c,2017-07-17,2017-09-12
dafdd115-044c-4b3f-80de-b3aba1ba8c5f,9bbbf70e-b89c-48ec-af59-a8e2f1e61a23,5559f694-746c-4348-aa73-b6c27a998fec,2017-12-29,2018-05-29
72965688-6da7-4f16-9144-8cc596a3ae24,d30f477e-3b10-4e26-8963-3742e9115681,8d5c81f5-77e6-4cd7-b58d-60731354eb6e,2017-08-05,2017-09-27
cc306129-1a22-4fda-91a3-ebbcc9cdf66e,0a3a7481-4c98-4117-a773-063de5a6eef4,57f97c70-aa3f-4217-8b1b-f2c984ebe2c4,2017-11-16,2018-04-05
0ade2ade-fff6-489d-8cde-ad0bc72cb388,ce15fa38-0e50-4e7f-a967-f9d25c812307,47e41ad0-0744-4ffa-a449-198f7bd5d968,2017-07-13,2017-09-22
28515e8a-fad5-4e24-85c8-18fcffd26a3f,e23162f7-4d7b-407e-9622-8be1f2d8c844,950db226-fc0d-4573-9626-63a5928c873c,2017-06-28,2017-11-02
e09d66c5-87f7-42b1-93d3-b1264366de0a,9bbbf70e-b89c-48ec-af59-a8e2f1e61a23,5ada74f3-60ea-4586-be3c-c2ebbad46c84,2017-04-05,2017-09-18
1cf4b494-88d1-4d4d-ba9b-43169a954b81,fe0a041c-64b2-4400-9452-82954202dc9a,775e5eee-68e5-4c26-b40b-88182b1290c1,2017-08-13,2017-10-10
590c91f4-d224-4bc5-b304-160d489feffb,1de98447-d7e1-4701-a8b6-8ec2dccec18b,060f2344-2343-4205-bbf8-a55d3d7acbc8,2017-05-25,2017-09-27
b72aaaef-6675-4298-9c7c-80fe08090630,2f97ca12-818f-4362-ba37-097b375a667b,,2017-11-27,2017-12-26
e4c0904e-8454-4138-9048-afdf7e0c7964,344d1a69-c040-416a-97c0-fec460f6d4a0,6afd32e0-fa4c-42ed-9aac-886620ccbf7a,2017-03-22,2017-07-30
c7a83728-1ebf-4d2b-b280-8b999e9ff722,f3879d0e-3aa0-42c7-b51d-d58e3090a2cc,a6d7ffd1-0b07-4075-9af0-939173f0a06e,2017-02-10,2017-07-19
7519005a-486a-459f-becc-a9de7a6b2f1d,,11854a11-f972-4094-87e3-390cb0a809b2,2017-08-24,2017-05-12
fe24d275-1849-4880-95c3-2a3d39d36d53,28506cb7-3c7a-4f0e-a141-1a81e706fefc,e997ab9a-1062-471b-9cc2-b0afe5b5877c,2017-03-01,2017-06-21
adfce917-fddb-4337-9730-75936843aa4e,46c2dfed-b8b9-47c4-adeb-d5e8cfba517a,0afc25d3-65dd-4dd4-8684-325cb9b8b3d2,2017-05-02,2017-10-12
0be2ef3f-5017-4503-b7f0-b1e71a11bb27,950db604-3f73-41b1-b960-361527c00010,783aa737-119a-4f80-bd68-bfb7cab7f679,2017-05-11,2017-10-29
ed73acb2-3c8c-4a07-913e-56a5d06813a9,344d1a69-c040-416a-97c0-fec460f6d4a0,f15f19f8-32b9-4dcc-b603-2157372c686d,2017-06-13,2017-08-08
042c3ca6-33f2-441d-ade4-c580e23ec68c,dc6a0b3a-5122-4a00-9f51-a0d347819c51,64d74c85-7aa6-4073-952f-caa828b4b345,2017-06-05,2017-11-26
c364c8f8-aa1c-48a9-9c2d-e985b0d5299c,87f86b0e-1a20-4d9f-aaae-c92f6803ef4c,f0ab554f-eb22-4a4c-889d-bc0a28df038d,2017-08-12,2017-10-23
,72c2139b-c717-483c-bef1-1ae665edb078,64685c9e-9199-451b-96ad-bb7653e14b6f,2018-03-11,2017-12-18
